onset	duration	stim_onset_s_	stim_dur_s_	type	trial_type	stim_file
2516.24810825	0.484523	2513.66015625	3.092132	Sound	NPC	NPC_foot.wav
n/a	n/a	2518.75228825	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2519.619140625	n/a	Response	right	n/a
2523.174255875	0.447105	2521.638671875	2.003968	Sound	NPC	NPC_fall.wav
n/a	n/a	2525.642639875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2526.5	n/a	Response	right	n/a
2530.317960375	0.351965	2528.521484375	2.219433	Sound	NPI	NPI_green(lock).wav
n/a	n/a	2532.740917375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2533.443359375	n/a	Response	left	n/a
2538.43140225	0.627387	2535.45703125	3.642766	Sound	NPC	NPC_outside.wav
n/a	n/a	2541.09979725	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2542.53125	n/a	Response	right	n/a
n/a	n/a	2543.53125	5.308549	Picture-Sound	break	(Audio_02)DoYouWantToTakeABreak.wav
2547.7447085	0.437328	2545.3828125	2.839093	Sound	NPI	NPI_camping(bacon).wav
n/a	n/a	2550.2219055	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2551.138671875	n/a	Response	left	n/a
2555.326994125	0.43164	2553.142578125	2.66483	Sound	NPI	NPI_plank(shark).wav
n/a	n/a	2557.807408125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2558.37109375	n/a	Response	left	n/a
2562.17296575	0.501224	2560.38671875	2.320023	Sound	NPI	NPI_bulb(farm).wav
n/a	n/a	2564.70674175	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2565.234375	n/a	Response	left	n/a
2570.45713775	0.383856	2567.24609375	3.655578	Sound	NPC	NPC_bag.wav
n/a	n/a	2572.90167175	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2574.43359375	n/a	Response	right	n/a
2579.63463125	0.492565	2576.44140625	3.716803	Sound	NPI	NPI_bat(gel).wav
n/a	n/a	2582.15820925	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2583.80859375	n/a	Response	left	n/a
2587.2134545	0.527558	2585.8203125	1.943741	Sound	NPC	NPC_fly.wav
n/a	n/a	2589.7640535	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2590.896484375	n/a	Response	right	n/a
2595.4835085	0.451495	2592.9140625	3.052971	Sound	NPC	NPC_dust.wav
n/a	n/a	2597.9670335	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2598.65625	n/a	Response	right	n/a
2602.778206125	0.474813	2600.673828125	2.610204	Sound	NPI	NPI_phone(snake).wav
n/a	n/a	2605.284032125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2606.09765625	n/a	Response	left	n/a
2610.7612835	0.378642	2608.1171875	3.03898	Sound	NPC	NPC_grade.wav
n/a	n/a	2613.1561675	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2614.193359375	n/a	Response	right	n/a
2618.2246625	0.466523	2616.2109375	2.494807	Sound	NPC	NPC_fruit.wav
n/a	n/a	2620.7057445	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2621.568359375	n/a	Response	right	n/a
2626.369542625	0.579514	2623.587890625	3.390998	Sound	NPC	NPC_fridge.wav
n/a	n/a	2628.978888625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2629.6171875	n/a	Response	right	n/a
2633.739534375	0.414106	2631.630859375	2.555306	Sound	NPI	NPI_cap(chore).wav
n/a	n/a	2636.186165375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2637.537109375	n/a	Response	left	n/a
2641.80063175	0.390111	2639.54296875	2.704538	Sound	NPC	NPC_bottle.wav
n/a	n/a	2644.24750675	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2644.84765625	n/a	Response	right	n/a
2648.8022905	0.496488	2646.8515625	2.484626	Sound	NPI	NPI_friend(pound).wav
n/a	n/a	2651.3361885	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2652.111328125	n/a	Response	left	n/a
2656.62187525	0.396546	2654.12890625	2.92941	Sound	NPI	NPI_chalk(fat).wav
n/a	n/a	2659.05831625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2660.064453125	n/a	Response	left	n/a
2664.608145625	0.459689	2662.072265625	3.02585	Sound	NPI	NPI_arm(stack).wav
n/a	n/a	2667.098115625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2668.17578125	n/a	Response	left	n/a
2672.47928975	0.422512	2670.18359375	2.741565	Sound	NPI	NPI_out(ant).wav
n/a	n/a	2674.92515875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2676.080078125	n/a	Response	left	n/a
2679.673248	0.381822	2678.09375	1.990703	Sound	NPI	NPI_nests(drill).wav
n/a	n/a	2682.084453	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2686.287109375	n/a	Response	left	n/a
2690.302518625	0.39795	2688.291015625	2.432993	Sound	NPI	NPI_fruit(tent).wav
n/a	n/a	2692.724008625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2693.326171875	n/a	Response	left	n/a
2697.279262375	0.404155	2695.333984375	2.400113	Sound	NPI	NPI_cages(woman).wav
n/a	n/a	2699.734097375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2700.798828125	n/a	Response	left	n/a
n/a	n/a	2701.798828125	5.308549	Picture-Sound	break	(Audio_02)DoYouWantToTakeABreak.wav
2705.99092975	0.460472	2703.38671875	3.104512	Sound	NPI	NPI_foot(shout).wav
n/a	n/a	2708.49123075	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2709.189453125	n/a	Response	left	n/a
2714.110865625	0.474653	2711.197265625	3.461814	Sound	NPI	NPI_flop(toy).wav
n/a	n/a	2716.659079625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2717.205078125	n/a	Response	left	n/a
2720.882296375	0.39057	2719.224609375	2.086259	Sound	NPI	NPI_farm(bird).wav
n/a	n/a	2723.310868375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2724.23046875	n/a	Response	left	n/a
2728.145361	0.403633	2726.234375	2.383855	Sound	NPC	NPC_clues.wav
n/a	n/a	2730.61823	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2731.25390625	n/a	Response	right	n/a
2736.434795625	0.392981	2733.259765625	3.599637	Sound	NPC	NPC_bat.wav
n/a	n/a	2738.859402625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2739.380859375	n/a	Response	right	n/a
2743.43154475	0.402042	2741.38671875	2.476508	Sound	NPI	NPI_cob(lie).wav
n/a	n/a	2745.86322675	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2746.693359375	n/a	Response	left	n/a
2750.429450625	0.428123	2748.697265625	2.201338	Sound	NPI	NPI_gum(coat).wav
n/a	n/a	2752.898603625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2753.828125	n/a	Response	left	n/a
2757.92984775	0.483602	2755.83984375	2.598458	Sound	NPI	NPI_ghosts(strike).wav
n/a	n/a	2760.43830175	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2762.1640625	n/a	Response	left	n/a
2766.313935875	0.457033	2764.185546875	2.613764	Sound	NPC	NPC_brown.wav
n/a	n/a	2768.799310875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2769.685546875	n/a	Response	right	n/a
2773.9600065	0.417096	2771.6953125	2.708118	Sound	NPI	NPI_clown(dice).wav
n/a	n/a	2776.4034305	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2777.31640625	n/a	Response	left	n/a
2781.774507625	0.529681	2779.322265625	3.023061	Sound	NPC	NPC_blue.wav
n/a	n/a	2784.345326625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2785.30078125	n/a	Response	right	n/a
2789.91360025	0.526685	2787.31640625	3.172177	Sound	NPC	NPC_chores.wav
n/a	n/a	2792.48858325	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2794.724609375	n/a	Response	right	n/a
2798.756134625	0.46517	2796.728515625	2.521837	Sound	NPI	NPI_blocks(night).wav
n/a	n/a	2801.250352625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2802.755859375	n/a	Response	left	n/a
2806.602781375	0.421289	2804.771484375	2.28644	Sound	NPI	NPI_books(tear).wav
n/a	n/a	2809.057924375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2810.37109375	n/a	Response	left	n/a
2815.4781175	0.514314	2812.3828125	3.645805	Sound	NPC	NPC_eats.wav
n/a	n/a	2818.0286175	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2818.32421875	n/a	Response	right	n/a
2823.059194	0.401586	2820.34375	3.136576	Sound	NPI	NPI_skunk(broom).wav
n/a	n/a	2825.480326	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2826.099609375	n/a	Response	left	n/a
2830.693799625	0.42141	2828.103515625	3.062245	Sound	NPC	NPC_shot.wav
n/a	n/a	2833.165760625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2834.755859375	n/a	Response	right	n/a
2839.892066	0.450333	2836.765625	3.610567	Sound	NPC	NPC_popped.wav
n/a	n/a	2842.376192	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2843.283203125	n/a	Response	right	n/a
2847.34412375	0.3935	2845.29296875	2.482812	Sound	NPI	NPI_coat(loaf).wav
n/a	n/a	2849.77578075	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2850.2578125	n/a	Response	left	n/a
2854.87322525	0.490413	2852.26953125	3.193719	Sound	NPC	NPC_coach.wav
n/a	n/a	2857.46325025	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2858.43359375	n/a	Response	right	n/a
n/a	n/a	2859.43359375	5.308549	Picture-Sound	break	(Audio_02)DoYouWantToTakeABreak.wav
2864.42175975	0.41379	2861.30859375	3.559002	Sound	NPI	NPI_bake(milk).wav
n/a	n/a	2866.86759575	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2867.537109375	n/a	Response	left	n/a
2871.294832375	0.485307	2869.552734375	2.256757	Sound	NPI	NPI_thorns(house).wav
n/a	n/a	2873.809491375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2874.544921875	n/a	Response	left	n/a
2878.245245	0.319592	2876.5625	2.045601	Sound	NPC	NPC_cup.wav
n/a	n/a	2880.608101	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2881.025390625	n/a	Response	right	n/a
2885.410556375	0.462863	2883.037109375	2.88941	Sound	NPC	NPC_camping.wav
n/a	n/a	2887.926519375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2889.041015625	n/a	Response	right	n/a
2893.260500125	0.450247	2891.048828125	2.701746	Sound	NPC	NPC_solve.wav
n/a	n/a	2895.750574125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2896.689453125	n/a	Response	right	n/a
2900.188039375	0.479067	2898.708984375	1.989456	Sound	NPC	NPC_fur.wav
n/a	n/a	2902.698440375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2902.9921875	n/a	Response	right	n/a
2906.298591	0.310384	2905	1.657007	Sound	NPI	NPI_duck(bank).wav
n/a	n/a	2908.657007	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2909.13671875	n/a	Response	left	n/a
2913.140327125	0.447207	2911.142578125	2.491882	Sound	NPC	NPC_bloom.wav
n/a	n/a	2915.634460125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2916.416015625	n/a	Response	right	n/a
2921.703097875	0.448658	2918.435546875	3.748526	Sound	NPI	NPI_cone(hug).wav
n/a	n/a	2924.184072875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2925.041015625	n/a	Response	left	n/a
2929.704789	0.440442	2927.046875	3.138798	Sound	NPC	NPC_cough.wav
n/a	n/a	2932.185673	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2936.208984375	n/a	Response	left	n/a
2940.480004625	0.497904	2938.228515625	2.806372	Sound	NPI	NPI_candles(planet).wav
n/a	n/a	2943.034887625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2949.47265625	n/a	Response	left	n/a
2953.086862625	0.437475	2951.478515625	2.084989	Sound	NPI	NPI_cake(clue).wav
n/a	n/a	2955.563504625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2956.3515625	n/a	Response	left	n/a
2960.13165375	0.34916	2958.37109375	2.15381	Sound	NPI	NPI_ears(bee).wav
n/a	n/a	2962.52490375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2963.263671875	n/a	Response	left	n/a
2967.018823	0.338641	2965.28125	2.12034	Sound	NPC	NPC_beat.wav
n/a	n/a	2969.40159	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2970.015625	n/a	Response	right	n/a
2974.5502035	0.43902	2972.0234375	3.008685	Sound	NPC	NPC_cane.wav
n/a	n/a	2977.0321225	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2978.71875	n/a	Response	right	n/a
2983.957409	0.410844	2980.734375	3.657755	Sound	NPC	NPC_couch.wav
n/a	n/a	2986.39213	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2987.470703125	n/a	Response	right	n/a
2991.69695575	0.492342	2989.48046875	2.752857	Sound	NPI	NPI_solve(cloud).wav
n/a	n/a	2994.23332575	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	2994.92578125	n/a	Response	left	n/a
2998.879525125	0.43686	2996.939453125	2.415034	Sound	NPC	NPC_friend.wav
n/a	n/a	3001.354487125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3003.677734375	n/a	Response	right	n/a
3008.211846875	0.435178	3005.685546875	3.007166	Sound	NPC	NPC_dream.wav
n/a	n/a	3010.692712875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3011.56640625	n/a	Response	left	n/a
3016.523314	0.448038	3013.578125	3.428186	Sound	NPI	NPI_fork(cleats).wav
n/a	n/a	3019.006311	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3021.005925	n/a	Response	left	n/a
n/a	n/a	3022.005925	5.308549	Picture-Sound	break	(Audio_02)DoYouWantToTakeABreak.wav
3026.2242865	0.310566	3023.5078125	3.086893	Sound	NPI	NPI_belt(bed).wav
n/a	n/a	3028.5947055	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3029.357421875	n/a	Response	left	n/a
3033.391135625	0.440391	3031.369140625	2.500907	Sound	NPC	NPC_cape.wav
n/a	n/a	3035.870047625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3036.509765625	n/a	Response	right	n/a
3041.68598375	0.424375	3038.52734375	3.666304	Sound	NPC	NPC_gone.wav
n/a	n/a	3044.19364775	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3044.765625	n/a	Response	right	n/a
3049.422484375	0.42673	3046.771484375	3.113855	Sound	NPI	NPI_barn(claw).wav
n/a	n/a	3051.885339375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3052.412109375	n/a	Response	left	n/a
3056.688578625	0.395222	3054.431640625	2.689274	Sound	NPI	NPI_bottle(money).wav
n/a	n/a	3059.120914625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3060.09375	n/a	Response	left	n/a
3064.376989	0.486034	3062.109375	2.811066	Sound	NPC	NPC_bushes.wav
n/a	n/a	3066.920441	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3067.66015625	n/a	Response	right	n/a
3072.278974875	0.422246	3069.669921875	3.051814	Sound	NPI	NPI_stove(kid).wav
n/a	n/a	3074.721735875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3075.533203125	n/a	Response	left	n/a
3079.128767	0.459237	3077.546875	2.070317	Sound	NPC	NPC_grapes.wav
n/a	n/a	3081.617192	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3082.31640625	n/a	Response	right	n/a
3086.437223625	0.405647	3084.322265625	2.550726	Sound	NPC	NPC_glue.wav
n/a	n/a	3088.872991625	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3089.69140625	n/a	Response	left	n/a
3093.26133175	0.4962	3091.69921875	2.085918	Sound	NPI	NPI_bridge(steak).wav
n/a	n/a	3095.78513675	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3099.03515625	n/a	Response	left	n/a
3103.018004875	0.319158	3101.044921875	2.330771	Sound	NPC	NPC_walk.wav
n/a	n/a	3105.375692875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3107.38671875	n/a	Response	right	n/a
3111.864195	0.435422	3109.40625	2.942789	Sound	NPC	NPC_truck.wav
n/a	n/a	3114.349039	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3116.091796875	n/a	Response	right	n/a
3119.8698785	0.597382	3118.1015625	2.399365	Sound	NPC	NPC_pictures.wav
n/a	n/a	3122.5009275	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3124.39453125	n/a	Response	right	n/a
3127.842751375	0.507147	3126.412109375	1.971247	Sound	NPI	NPI_toilet(window).wav
n/a	n/a	3130.383356375	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3131.05078125	n/a	Response	left	n/a
3135.0730465	0.451121	3133.0703125	2.493152	Sound	NPI	NPI_flag(touch).wav
n/a	n/a	3137.5634645	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3140.505859375	n/a	Response	left	n/a
3144.670213125	0.355738	3142.517578125	2.548435	Sound	NPI	NPI_boat(cop).wav
n/a	n/a	3147.066013125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3148.859375	n/a	Response	left	n/a
3152.33453825	0.450979	3150.87890625	1.925283	Sound	NPI	NPI_hands(king).wav
n/a	n/a	3154.80418925	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3156.6015625	n/a	Response	left	n/a
3159.84275975	0.551908	3158.62109375	1.799796	Sound	NPC	NPC_caves.wav
n/a	n/a	3162.42088975	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3163.546875	n/a	Response	right	n/a
3168.269493125	0.34928	3165.564453125	3.086485	Sound	NPI	NPI_drill(bowl).wav
n/a	n/a	3170.650938125	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3172.025390625	n/a	Response	left	n/a
3175.63808075	0.403828	3174.04296875	2.031882	Sound	NPI	NPI_clean(cheek).wav
n/a	n/a	3178.07485075	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3180.05859375	n/a	Response	left	n/a
3184.6555235	0.421112	3182.0703125	3.03873	Sound	NPI	NPI_chores(cave).wav
n/a	n/a	3187.1090425	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3189.224609375	n/a	Response	left	n/a
3192.574149875	0.525087	3191.232421875	1.914875	Sound	NPC	NPC_bird.wav
n/a	n/a	3195.147296875	6.546621	Picture-Sound	prompt	(Audio_01)DidThisSentenceEndCorrectly.wav
n/a	n/a	3196.728515625	n/a	Response	right	n/a
n/a	n/a	3198.228515625	3.000907	Picture-Sound	congrats	(Audio_03)Congratulations.wav
